facility,lot,operation,test_end_date,tester_id,program_name,prodgroup3,visual_id,tray_or_carrier_id,ws_loss_code,carrier_x,carrier_y,lane_number,subplaneanglex,subplaneangley
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700296,46,,0,2,2,92.6527,103.578
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700297,34,,0,1,2,83.1177,20.2241
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700298,46,,1,0,2,-21.6981,-84.0827
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700299,48,,2,2,2,17.7302,125.721
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700300,34,,6,0,2,-77.7213,-79.2599
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700301,46,,0,0,2,98.7427,58.3998
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700302,29,,1,1,1,-15.1609,-44.2765
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700303,34,,6,2,2,25.8122,50.0774
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700304,13,,2,2,1,19.1541,52.775
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700305,13,,2,0,1,-1.18078,-128.18
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700306,34,,5,0,2,49.6686,-16.3812
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700307,13,,1,2,1,-29.9015,82.3011
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700308,13,,1,0,1,32.6323,-61.8688
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700309,34,,5,2,2,20.1976,47.0694
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700310,11,,6,1,1,165.527,-111.813
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700311,13,,0,0,1,60.2405,-136.821
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700312,34,,4,0,2,-80.9626,15.3936
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700313,11,,4,1,1,48.2907,-86.0264
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700314,11,,3,1,1,-18.7853,-62.6395
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700315,34,,4,2,2,-61.7663,-1.15281
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700316,11,,2,1,1,-80.3037,-61.5178
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700317,19,,0,2,1,1.67499,-85.3115
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700318,26,,5,1,2,-28.6838,79.1379
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700319,19,,1,0,1,-28.5504,78.627
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700320,21,,2,2,1,38.8863,5.0896
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700321,26,,4,1,2,-23.3631,45.0406
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700322,19,,0,0,1,2.92896,65.2154
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700323,21,,1,2,1,21.2308,10.5213
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700324,26,,3,1,2,24.503,89.7913
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700325,21,,3,0,1,-61.1,89.3918
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700326,21,,0,2,1,173.484,-116.848
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700327,26,,2,1,2,-9.51648,81.3955
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700328,21,,2,0,1,52.5772,26.4684
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700329,26,,0,1,2,72.5566,26.3842
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700330,26,,1,1,2,13.4665,41.6277
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700331,21,,1,0,1,-28.3964,-11.713
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700332,26,,6,2,2,-6.00245,6.8311
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700333,44,,3,2,2,-46.2505,-15.4195
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700334,26,,5,0,2,98.157,107.52
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700335,26,,5,2,2,51.1112,146.529
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700336,26,,6,0,2,-75.4321,-45.1526
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700337,26,,4,0,2,-65.624,27.6879
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700338,26,,4,2,2,-24.9817,103.739
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700339,46,,6,2,2,-46.1281,164.096
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700340,26,,3,0,2,-47.4992,98.8579
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700341,8,,4,2,2,28.177,38.5076
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700342,44,,4,0,2,-72.4881,84.2684
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700343,28,,6,0,2,-57.3741,-.469161
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700344,8,,3,2,2,-53.8677,71.7372
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700345,46,,5,2,2,43.8556,62.6471
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700346,8,,5,0,2,12.0766,-31.0482
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700347,26,,6,1,2,-9.90655,-13.1066
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700348,46,,6,0,2,-83.1542,7.54767
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700349,8,,4,0,2,-70.4649,-60.4144
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700350,64,,1,1,2,57.8314,69.536
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700351,21,,6,2,1,55.3771,22.1686
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700352,66,,5,1,2,-10.2706,30.4797
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700353,66,,6,1,2,5.41429,-32.8336
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700354,21,,2,1,1,-45.3125,-22.1126
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700355,66,,3,1,2,-31.2521,4.44298
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700356,66,,4,1,2,23.5372,8.14693
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700357,21,,5,2,1,33.056,-327.592
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700358,66,,1,1,2,-22.0527,71.105
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700359,66,,2,1,2,-72.6443,109.011
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700360,21,,0,1,1,121.548,-78.4236
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700361,66,,6,0,2,-29.3025,-7.05887
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700362,10,,5,0,2,-13.0494,55.2016
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700363,21,,4,2,1,-1.74296,-268.534
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700364,10,,5,2,2,13.4742,32.5302
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700365,10,,4,0,2,-63.3993,116.711
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700366,21,,6,0,1,-95.2589,-232.433
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700367,10,,4,2,2,-58.5496,144.927
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700368,10,,3,0,2,-38.4555,157.399
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700369,21,,3,2,1,11.5912,-142.241
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700370,10,,3,2,2,-43.8678,-30.8883
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700371,10,,2,0,2,58.4698,66.266
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700372,21,,5,0,1,24.8995,-345.595
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700373,10,,2,2,2,98.9452,202.232
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700374,10,,1,0,2,8.68028,127.23
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700375,19,,2,2,1,29.308,-62.0841
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700376,10,,1,2,2,-18.588,54.793
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700377,66,,2,2,2,64.4165,61.3154
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700378,21,,4,0,1,-85.9439,21.2406
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700379,66,,0,0,2,109.086,-129.036
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700380,66,,1,2,2,-57.964,144.139
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700381,19,,1,2,1,-68.2313,-37.4208
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700382,64,,6,1,2,-57.8871,-81.4389
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700383,31,,0,1,1,-126.884,-125.697
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700384,37,,2,0,1,64.6111,-167.262
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700385,31,,6,0,1,183.864,110.753
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700386,31,,6,2,1,162.904,-221.691
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700387,37,,1,2,1,11.2165,-2.63406
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700388,31,,5,0,1,141.635,159.618
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700389,31,,5,2,1,127.898,-402.384
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700390,37,,1,0,1,7.7692,-29.6971
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700391,31,,4,0,1,-21.5693,143.517
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700392,31,,4,2,1,37.5847,-396.152
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700393,37,,0,2,1,126.548,185.577
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700394,31,,3,0,1,7.62698,158.33
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700395,19,,6,2,1,222.862,-76.8569
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700396,37,,0,0,1,21.0878,-104.612
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700397,19,,6,0,1,118.417,21.441
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700398,19,,5,2,1,119.191,-237.297
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700399,66,,0,2,2,128.286,296.801
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700400,19,,5,0,1,124.344,-20.498
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700401,19,,4,2,1,-11.1559,-273.495
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700402,64,,4,1,2,-46.9404,49.1167
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700403,19,,4,0,1,-31.5618,156.957
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700404,19,,3,2,1,47.3588,-240.724
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700405,64,,5,1,2,-41.413,57.2821
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700406,19,,3,0,1,-34.4994,31.6252
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700407,37,,4,2,1,-102.212,-169.176
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700408,64,,2,1,2,-9.60554,173.261
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700409,19,,2,0,1,-6.15381,89.7415
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700410,37,,3,2,1,20.8834,30.395
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700411,64,,3,1,2,23.944,232.966
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700412,37,,4,0,1,-98.1238,35.0125
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700413,37,,2,2,1,81.6548,70.6056
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700414,64,,0,1,2,113.336,19.1437
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700415,37,,3,0,1,-58.1027,-46.5114
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700416,74,,2,2,2,59.5684,140.123
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700417,72,,3,1,2,64.8654,134.744
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700418,74,,0,0,2,148.885,92.2425
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700419,74,,1,2,2,-91.5897,200.33
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700420,72,,0,1,2,-75.5973,48.5267
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700421,72,,6,1,2,168.679,-42.9496
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700422,55,,5,0,1,28.0688,-130.922
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700423,72,,1,1,2,-28.3193,76.9824
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700424,55,,5,2,1,8.21798,22.2841
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700425,55,,4,0,1,-69.5026,47.3579
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700426,10,,6,0,2,-56.4561,62.0201
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700427,55,,4,2,1,-49.3301,-1.1281
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700428,55,,3,0,1,-85.4798,35.0051
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700429,53,,5,0,1,9.24008,-231.896
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700430,10,,0,0,2,70.8336,29.8503
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700431,10,,0,2,2,124.953,48.7939
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700432,53,,4,2,1,-80.4741,-199.359
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700433,30,,2,0,2,52.8452,14.1705
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700434,30,,3,2,2,57.5465,-5.07011
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700435,53,,4,0,1,-132.03,37.442
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700436,30,,1,0,2,-2.93857,27.9569
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700437,30,,2,2,2,74.0695,160.695
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700438,53,,3,2,1,19.8838,-236.58
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700439,30,,0,0,2,27.8196,100.084
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700440,30,,1,2,2,37.0931,254.651
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700441,55,,6,0,1,-73.5323,75.4312
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700442,28,,6,1,2,-6.66421,-42.3036
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700443,74,,0,2,2,153.189,287.551
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700444,55,,6,2,1,1.24144,113.153
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700445,72,,4,1,2,32.4106,35.3899
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700446,72,,5,1,2,83.3621,5.6488
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700447,31,,2,1,1,-79.5172,26.1403
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700448,72,,2,1,2,-88.1914,231.459
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700449,78,,2,1,1,-62.7182,1.33018
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700450,8,,0,0,2,62.1313,159.553
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700451,78,,3,1,1,-38.3719,-31.3957
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700452,78,,0,1,1,16.8808,-142.157
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700453,55,,3,2,1,57.5359,-164.083
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700454,78,,1,1,1,37.964,-107.079
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700455,78,,6,2,1,26.2184,-246.788
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700456,55,,2,0,1,46.8511,-64.2238
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700457,78,,6,0,1,4.55475,-76.918
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700458,78,,5,2,1,79.1936,-101.34
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700459,55,,2,2,1,77.0621,40.1773
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700460,78,,5,0,1,87.3116,-109.186
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700461,58,,5,1,2,-22.4749,-12.358
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700462,55,,1,0,1,-38.9158,-1.01682
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700463,78,,4,0,1,-54.2386,-8.85058
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700464,58,,3,1,2,111.534,30.5004
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700465,55,,1,2,1,37.7447,-16.691
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700466,58,,6,1,2,.610253,-70.7057
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700467,58,,1,1,2,19.4992,208.414
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700468,55,,0,0,1,68.2788,-253.518
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700469,58,,4,1,2,11.35,66.5839
A15,7627F765,1960,2026-07-07 03:37:45,OIS00001,1273_APOLLO_LAKE_F0,AXLF,762V98Y700470,8,,6,0,2,-9.01695,-72.507
