environment_name,module_name,pcg,site_name,entity,recipe_version,pcg_1,parameter_name,parameter_value,entity_1,link,operation,site,pcg_op
PROD CPU,TCB,APOLLONIA1 ND5 2397C TPS,PENANG,A01_ACB81001,57,APOLLONIA1 ND5 2397C TPS,POST_LOT_TEST_PLAN,73_APL_2397_CU_TCB_DCP,A01_ACB81001,A01_TCB810,1204,A01,APOLLONIA1 ND5 2397C TPS_1204
PROD CPU,TCB,APOLLONIA1 ND5 2397C TPS,PENANG,A01_ACB81002,57,APOLLONIA1 ND5 2397C TPS,POST_LOT_TEST_PLAN,73_APL_2397_CU_TCB_DCP,A01_ACB81002,A01_TCB810,1204,A01,APOLLONIA1 ND5 2397C TPS_1204
PROD CPU,TCB,APOLLONIA1 ND5 2912B SSF,PENANG,A01_ACB80701,41,APOLLONIA1 ND5 2912B SSF,POST_LOT_TEST_PLAN,73_APL_2912B_CU_TCB_DCP,A01_ACB80701,A01_TCB807,1204,A01,APOLLONIA1 ND5 2912B SSF_1204
PROD CPU,TCB,APOLLONIA1 ND5 2912B TPS,PENANG,A01_ACB80701,34,APOLLONIA1 ND5 2912B TPS,POST_LOT_TEST_PLAN,73_APL_2912B_CU_TCB_DCP,A01_ACB80701,A01_TCB807,1204,A01,APOLLONIA1 ND5 2912B TPS_1204
PROD CPU,TCB,APOLLONIA1 ND5 2912E SSF,PENANG,A01_ACB80701,49,APOLLONIA1 ND5 2912E SSF,POST_LOT_TEST_PLAN,73_APL_2912_CU_TCB_DCP,A01_ACB80701,A01_TCB807,1204,A01,APOLLONIA1 ND5 2912E SSF_1204
PROD CPU,TCB,APOLLONIA3 2397C ND4 SSF,PENANG,A01_ACB80501,47,APOLLONIA3 2397C ND4 SSF,POST_LOT_TEST_PLAN,73_APL3_2397C_CU_TCB_DCP,A01_ACB80501,A01_TCB805,1204,A01,APOLLONIA3 2397C ND4 SSF_1204
PROD CPU,TCB,APOLLONIA3 2397C ND4 SSF,PENANG,A01_ACB80502,47,APOLLONIA3 2397C ND4 SSF,POST_LOT_TEST_PLAN,73_APL3_2397C_CU_TCB_DCP,A01_ACB80502,A01_TCB805,1204,A01,APOLLONIA3 2397C ND4 SSF_1204
PROD CPU,TCB,APOLLONIA3 2397C ND4 SSF,PENANG,A01_ACB80701,47,APOLLONIA3 2397C ND4 SSF,POST_LOT_TEST_PLAN,73_APL3_2397C_CU_TCB_DCP,A01_ACB80701,A01_TCB807,1204,A01,APOLLONIA3 2397C ND4 SSF_1204
PROD CPU,TCB,APOLLONIA3 ND4 1760 TPS,PENANG,A01_ACB80501,20,APOLLONIA3 ND4 1760 TPS,POST_LOT_TEST_PLAN,73_APL3_1760_CU_TCB_DCP,A01_ACB80501,A01_TCB805,1204,A01,APOLLONIA3 ND4 1760 TPS_1204
PROD CPU,TCB,APOLLONIA3 ND4 1760 TPS,PENANG,A01_ACB80502,20,APOLLONIA3 ND4 1760 TPS,POST_LOT_TEST_PLAN,73_APL3_1760_CU_TCB_DCP,A01_ACB80502,A01_TCB805,1204,A01,APOLLONIA3 ND4 1760 TPS_1204
PROD CPU,TCB,APOLLONIA3 ND4 1760 TPS,PENANG,A01_ACB80701,20,APOLLONIA3 ND4 1760 TPS,POST_LOT_TEST_PLAN,73_APL3_1760_CU_TCB_DCP,A01_ACB80701,A01_TCB807,1204,A01,APOLLONIA3 ND4 1760 TPS_1204
PROD CPU,TCB,APOLLONIA3 ND4 2597D PTI,PENANG,A01_ACB80501,17,APOLLONIA3 ND4 2597D PTI,POST_LOT_TEST_PLAN,73_APL3_2597AC_CU_TCB_DCP,A01_ACB80501,A01_TCB805,1204,A01,APOLLONIA3 ND4 2597D PTI_1204
PROD CPU,TCB,APOLLONIA3 ND4 2597D PTI,PENANG,A01_ACB80502,17,APOLLONIA3 ND4 2597D PTI,POST_LOT_TEST_PLAN,73_APL3_2597AC_CU_TCB_DCP,A01_ACB80502,A01_TCB805,1204,A01,APOLLONIA3 ND4 2597D PTI_1204
PROD CPU,TCB,APOLLONIA3 ND4 2597D PTI,PENANG,A01_ACB80701,17,APOLLONIA3 ND4 2597D PTI,POST_LOT_TEST_PLAN,73_APL3_2597AC_CU_TCB_DCP,A01_ACB80701,A01_TCB807,1204,A01,APOLLONIA3 ND4 2597D PTI_1204
PROD CPU,TCB,APOLLONIA3 ND4 2597D TPS,PENANG,A01_ACB80701,23,APOLLONIA3 ND4 2597D TPS,POST_LOT_TEST_PLAN,73_APL3_2597AC_CU_TCB_DCP,A01_ACB80701,A01_TCB807,1204,A01,APOLLONIA3 ND4 2597D TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760 TPS,PENANG,A01_ACB80101,91,APOLLONIA4 ND2 1760 TPS,POST_LOT_TEST_PLAN,73_APL4_1760_CU_TCB_DCP,A01_ACB80101,A01_TCB801,1204,A01,APOLLONIA4 ND2 1760 TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760 TPS,PENANG,A01_ACB80102,91,APOLLONIA4 ND2 1760 TPS,POST_LOT_TEST_PLAN,73_APL4_1760_CU_TCB_DCP,A01_ACB80102,A01_TCB801,1204,A01,APOLLONIA4 ND2 1760 TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760 TPS,PENANG,A01_ACB80201,91,APOLLONIA4 ND2 1760 TPS,POST_LOT_TEST_PLAN,73_APL4_1760_CU_TCB_DCP,A01_ACB80201,A01_TCB802,1204,A01,APOLLONIA4 ND2 1760 TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760 TPS,PENANG,A01_ACB80202,91,APOLLONIA4 ND2 1760 TPS,POST_LOT_TEST_PLAN,73_APL4_1760_CU_TCB_DCP,A01_ACB80202,A01_TCB802,1204,A01,APOLLONIA4 ND2 1760 TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760 TPS,PENANG,A01_ACB80501,91,APOLLONIA4 ND2 1760 TPS,POST_LOT_TEST_PLAN,73_APL4_1760_CU_TCB_DCP,A01_ACB80501,A01_TCB805,1204,A01,APOLLONIA4 ND2 1760 TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760 TPS,PENANG,A01_ACB80502,91,APOLLONIA4 ND2 1760 TPS,POST_LOT_TEST_PLAN,73_APL4_1760_CU_TCB_DCP,A01_ACB80502,A01_TCB805,1204,A01,APOLLONIA4 ND2 1760 TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760 TPS,PENANG,A01_ACB80701,90,APOLLONIA4 ND2 1760 TPS,POST_LOT_TEST_PLAN,73_APL4_1760_CU_TCB_DCP,A01_ACB80701,A01_TCB807,1204,A01,APOLLONIA4 ND2 1760 TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760 TPS,PENANG,A01_ACB80901,91,APOLLONIA4 ND2 1760 TPS,POST_LOT_TEST_PLAN,73_APL4_1760_CU_TCB_DCP,A01_ACB80901,A01_TCB809,1204,A01,APOLLONIA4 ND2 1760 TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760 TPS,PENANG,A01_ACB80902,91,APOLLONIA4 ND2 1760 TPS,POST_LOT_TEST_PLAN,73_APL4_1760_CU_TCB_DCP,A01_ACB80902,A01_TCB809,1204,A01,APOLLONIA4 ND2 1760 TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760 TPS,PENANG,A01_ACB81001,90,APOLLONIA4 ND2 1760 TPS,POST_LOT_TEST_PLAN,73_APL4_1760_CU_TCB_DCP,A01_ACB81001,A01_TCB810,1204,A01,APOLLONIA4 ND2 1760 TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760 TPS,PENANG,A01_ACB81002,90,APOLLONIA4 ND2 1760 TPS,POST_LOT_TEST_PLAN,73_APL4_1760_CU_TCB_DCP,A01_ACB81002,A01_TCB810,1204,A01,APOLLONIA4 ND2 1760 TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760 TPS,PENANG,A01_ACB81401,90,APOLLONIA4 ND2 1760 TPS,POST_LOT_TEST_PLAN,73_APL4_1760_CU_TCB_DCP,A01_ACB81401,A01_TCB814,1204,A01,APOLLONIA4 ND2 1760 TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760 TPS,PENANG,A01_ACB81402,90,APOLLONIA4 ND2 1760 TPS,POST_LOT_TEST_PLAN,73_APL4_1760_CU_TCB_DCP,A01_ACB81402,A01_TCB814,1204,A01,APOLLONIA4 ND2 1760 TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760 TPS,PENANG,A01_ACB81501,90,APOLLONIA4 ND2 1760 TPS,POST_LOT_TEST_PLAN,73_APL4_1760_CU_TCB_DCP,A01_ACB81501,A01_TCB815,1204,A01,APOLLONIA4 ND2 1760 TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760 TPS,PENANG,A01_ACB81502,90,APOLLONIA4 ND2 1760 TPS,POST_LOT_TEST_PLAN,73_APL4_1760_CU_TCB_DCP,A01_ACB81502,A01_TCB815,1204,A01,APOLLONIA4 ND2 1760 TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760C TPS,PENANG,A01_ACB80701,33,APOLLONIA4 ND2 1760C TPS,POST_LOT_TEST_PLAN,73_APL4_ND2_1760C_CUTCB_DCP,A01_ACB80701,A01_TCB807,1204,A01,APOLLONIA4 ND2 1760C TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760C TPS,PENANG,A01_ACB81001,33,APOLLONIA4 ND2 1760C TPS,POST_LOT_TEST_PLAN,73_APL4_ND2_1760C_CUTCB_DCP,A01_ACB81001,A01_TCB810,1204,A01,APOLLONIA4 ND2 1760C TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760C TPS,PENANG,A01_ACB81002,33,APOLLONIA4 ND2 1760C TPS,POST_LOT_TEST_PLAN,73_APL4_ND2_1760C_CUTCB_DCP,A01_ACB81002,A01_TCB810,1204,A01,APOLLONIA4 ND2 1760C TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760E TPS,PENANG,A01_ACB80701,37,APOLLONIA4 ND2 1760E TPS,POST_LOT_TEST_PLAN,73_APL_ND2_1760E_CU_TCB_DCP,A01_ACB80701,A01_TCB807,1204,A01,APOLLONIA4 ND2 1760E TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760E TPS,PENANG,A01_ACB80901,37,APOLLONIA4 ND2 1760E TPS,POST_LOT_TEST_PLAN,73_APL_ND2_1760E_CU_TCB_DCP,A01_ACB80901,A01_TCB809,1204,A01,APOLLONIA4 ND2 1760E TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760E TPS,PENANG,A01_ACB80902,37,APOLLONIA4 ND2 1760E TPS,POST_LOT_TEST_PLAN,73_APL_ND2_1760E_CU_TCB_DCP,A01_ACB80902,A01_TCB809,1204,A01,APOLLONIA4 ND2 1760E TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760E TPS,PENANG,A01_ACB81001,37,APOLLONIA4 ND2 1760E TPS,POST_LOT_TEST_PLAN,73_APL_ND2_1760E_CU_TCB_DCP,A01_ACB81001,A01_TCB810,1204,A01,APOLLONIA4 ND2 1760E TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 1760E TPS,PENANG,A01_ACB81002,37,APOLLONIA4 ND2 1760E TPS,POST_LOT_TEST_PLAN,73_APL_ND2_1760E_CU_TCB_DCP,A01_ACB81002,A01_TCB810,1204,A01,APOLLONIA4 ND2 1760E TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 2397C TPS,PENANG,A01_ACB80401,44,APOLLONIA4 ND2 2397C TPS,POST_LOT_TEST_PLAN,73_APL_ND2_2397C_CU_TCB_DCP,A01_ACB80401,A01_TCB804,1204,A01,APOLLONIA4 ND2 2397C TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 2397C TPS,PENANG,A01_ACB80402,44,APOLLONIA4 ND2 2397C TPS,POST_LOT_TEST_PLAN,73_APL_ND2_2397C_CU_TCB_DCP,A01_ACB80402,A01_TCB804,1204,A01,APOLLONIA4 ND2 2397C TPS_1204
PROD CPU,TCB,APOLLONIA4 ND2 2397C TPS,PENANG,A01_ACB80701,44,APOLLONIA4 ND2 2397C TPS,POST_LOT_TEST_PLAN,73_APL_ND2_2397C_CU_TCB_DCP,A01_ACB80701,A01_TCB807,1204,A01,APOLLONIA4 ND2 2397C TPS_1204
PROD CPU,TCB,APOLLONIA5 ND1 1152,PENANG,A01_ACB80701,50,APOLLONIA5 ND1 1152,POST_LOT_TEST_PLAN,73_APL_ND1_1152_CU_TCB_DCP,A01_ACB80701,A01_TCB807,1204,A01,APOLLONIA5 ND1 1152_1204
PROD CPU,TCB,APOLLONIA5 ND1 1152 TPS,PENANG,A01_ACB80701,22,APOLLONIA5 ND1 1152 TPS,POST_LOT_TEST_PLAN,73_APL_ND1_1152_CU_TCB_DCP,A01_ACB80701,A01_TCB807,1204,A01,APOLLONIA5 ND1 1152 TPS_1204
PROD CPU,TCB,APOLLONIA6 ND0,PENANG,A01_ACB80501,66,APOLLONIA6 ND0,POST_LOT_TEST_PLAN,73_APL_ND0_CU_TCB_DCP,A01_ACB80501,A01_TCB805,1204,A01,APOLLONIA6 ND0_1204
PROD CPU,TCB,APOLLONIA6 ND0,PENANG,A01_ACB80502,66,APOLLONIA6 ND0,POST_LOT_TEST_PLAN,73_APL_ND0_CU_TCB_DCP,A01_ACB80502,A01_TCB805,1204,A01,APOLLONIA6 ND0_1204
PROD CPU,TCB,APOLLONIA6 ND0,PENANG,A01_ACB80701,66,APOLLONIA6 ND0,POST_LOT_TEST_PLAN,73_APL_ND0_CU_TCB_DCP,A01_ACB80701,A01_TCB807,1204,A01,APOLLONIA6 ND0_1204
PROD CPU,TCB,APOLLONIA8 ND8 2912,"CHANDLER, ARIZONA;PENANG;",A01_ACB80701,37,APOLLONIA8 ND8 2912,POST_LOT_TEST_PLAN,73_APL3_2912C_CU_TCB_DCP,A01_ACB80701,A01_TCB807,1204,A01,APOLLONIA8 ND8 2912_1204
PROD CPU,TCB,ARL H682 STACKED,CHENGDU6,A48_ACB70005,61,ARL H682 STACKED,POST_LOT_TEST_PLAN,76_ARLH682_TCB_DCP,A48_ACB70005,A48_TCB702,1204,A48,ARL H682 STACKED_1204
PROD CPU,TCB,ARL H682 STACKED,CHENGDU6,A48_ACB70006,61,ARL H682 STACKED,POST_LOT_TEST_PLAN,76_ARLH682_TCB_DCP,A48_ACB70006,A48_TCB702,1204,A48,ARL H682 STACKED_1204
PROD CPU,TCB,ARL H682 STACKED,CHENGDU6,A48_ACB70007,61,ARL H682 STACKED,POST_LOT_TEST_PLAN,76_ARLH682_TCB_DCP,A48_ACB70007,A48_TCB702,1204,A48,ARL H682 STACKED_1204
PROD CPU,TCB,ARL H682 STACKED,CHENGDU6,A48_ACB70008,61,ARL H682 STACKED,POST_LOT_TEST_PLAN,76_ARLH682_TCB_DCP,A48_ACB70008,A48_TCB702,1204,A48,ARL H682 STACKED_1204
PROD CPU,TCB,ARL H682 STACKED,CHENGDU6,A48_ACB70029,61,ARL H682 STACKED,POST_LOT_TEST_PLAN,76_ARLH682_TCB_DCP,A48_ACB70029,A48_TCB708,1204,A48,ARL H682 STACKED_1204
PROD CPU,TCB,ARL H682 STACKED,CHENGDU6,A48_ACB70030,61,ARL H682 STACKED,POST_LOT_TEST_PLAN,76_ARLH682_TCB_DCP,A48_ACB70030,A48_TCB708,1204,A48,ARL H682 STACKED_1204
PROD CPU,TCB,ARL H682 STACKED,CHENGDU6,A48_ACB70031,61,ARL H682 STACKED,POST_LOT_TEST_PLAN,76_ARLH682_TCB_DCP,A48_ACB70031,A48_TCB708,1204,A48,ARL H682 STACKED_1204
PROD CPU,TCB,ARL H682 STACKED,CHENGDU6,A48_ACB70032,61,ARL H682 STACKED,POST_LOT_TEST_PLAN,76_ARLH682_TCB_DCP,A48_ACB70032,A48_TCB708,1204,A48,ARL H682 STACKED_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6,A48_ACB70021,85,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A48_ACB70021,A48_TCB706,1204,A48,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6,A48_ACB70022,85,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A48_ACB70022,A48_TCB706,1204,A48,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6,A48_ACB70023,85,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A48_ACB70023,A48_TCB706,1204,A48,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6,A48_ACB70024,85,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A48_ACB70024,A48_TCB706,1204,A48,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6,A48_AFB70005,85,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A48_AFB70005,A48_TCB711,1204,A48,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6,A48_AFB70006,85,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A48_AFB70006,A48_TCB711,1204,A48,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6,A48_AFB70007,85,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A48_AFB70007,A48_TCB711,1204,A48,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6,A48_AFB70008,85,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A48_AFB70008,A48_TCB711,1204,A48,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6,A48_AFB70017,85,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A48_AFB70017,A48_TCB713,1204,A48,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6,A48_AFB70018,85,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A48_AFB70018,A48_TCB713,1204,A48,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6,A48_AFB70019,85,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A48_AFB70019,A48_TCB713,1204,A48,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6,A48_AFB70020,85,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A48_AFB70020,A48_TCB713,1204,A48,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00005,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00005,A90_TCB202,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00006,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00006,A90_TCB202,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00007,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00007,A90_TCB202,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00008,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00008,A90_TCB202,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00009,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00009,A90_TCB203,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00010,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00010,A90_TCB203,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00011,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00011,A90_TCB203,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00012,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00012,A90_TCB203,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00013,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00013,A90_TCB204,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00014,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00014,A90_TCB204,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00015,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00015,A90_TCB204,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00016,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00016,A90_TCB204,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00025,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00025,A90_TCB207,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00026,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00026,A90_TCB207,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00027,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00027,A90_TCB207,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00028,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00028,A90_TCB207,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00033,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00033,A90_TCB209,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00034,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00034,A90_TCB209,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00035,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00035,A90_TCB209,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00036,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00036,A90_TCB209,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00037,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00037,A90_TCB210,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00038,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00038,A90_TCB210,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00039,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00039,A90_TCB210,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00040,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00040,A90_TCB210,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00069,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00069,A90_TCB219,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00070,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00070,A90_TCB219,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00071,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00071,A90_TCB219,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00072,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00072,A90_TCB219,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00122,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00122,A90_TCB216,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00123,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00123,A90_TCB216,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00124,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00124,A90_TCB216,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S681-N3B,CHENGDU6;SAIGON;,A90_AFB00125,84,ARL S681-N3B,POST_LOT_TEST_PLAN,76_ARLS681_TCB_DCP,A90_AFB00125,A90_TCB216,1204,A90,ARL S681-N3B_1204
PROD CPU,TCB,ARL S816 BGA NON-SOD,SAIGON,A90_AFB00013,42,ARL S816 BGA NON-SOD,POST_LOT_TEST_PLAN,76_ARLS816_HFB_TCB_DCP,A90_AFB00013,A90_TCB204,1204,A90,ARL S816 BGA NON-SOD_1204
PROD CPU,TCB,ARL S816 BGA NON-SOD,SAIGON,A90_AFB00014,42,ARL S816 BGA NON-SOD,POST_LOT_TEST_PLAN,76_ARLS816_HFB_TCB_DCP,A90_AFB00014,A90_TCB204,1204,A90,ARL S816 BGA NON-SOD_1204
PROD CPU,TCB,ARL S816 BGA NON-SOD,SAIGON,A90_AFB00015,42,ARL S816 BGA NON-SOD,POST_LOT_TEST_PLAN,76_ARLS816_HFB_TCB_DCP,A90_AFB00015,A90_TCB204,1204,A90,ARL S816 BGA NON-SOD_1204
PROD CPU,TCB,ARL S816 BGA NON-SOD,SAIGON,A90_AFB00016,42,ARL S816 BGA NON-SOD,POST_LOT_TEST_PLAN,76_ARLS816_HFB_TCB_DCP,A90_AFB00016,A90_TCB204,1204,A90,ARL S816 BGA NON-SOD_1204
